INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('036EG6XGHFJ822528-001', '036EG6XGHFJ822528', '1', 'Bioholding', 'user09', 81.07000000000001);
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEM0146', 'NKY5WJPCYVC675161-001', 'Shift improver', 'received', '93.34', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-PACBS0171', 'NKY5WJPCYVC675161-001', 'Brake disc', 'ordered', '104.70', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEGAM0063', 'NM3BN4RJS1M492634-002', 'Clinometer', 'ordered', '5.68', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEGAM0072', 'PI5K0FV5WKD862880-005', 'Vacuum gauge', 'installed', '47.45', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEM0144', 'PI5K0FV5WKD862880-005', 'Relay connector', 'installed', '80.35', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-PACBS0168', 'PI5K0FV5WKD862880-005', 'Brake backing plate', 'installed', '109.16', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-PACBS0185', 'PI5K0FV5WKD862880-005', 'Calibrated friction brake', 'installed', '9.54', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-BAED0028', 'RRRZH6PBRYY000587-001', 'Door watershield', 'received', '15.26', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEESS0054', 'RXLO3PC8EG8307071-001', 'Performance battery', 'installed', '36.16', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEESS0055', 'RXLO3PC8EG8307071-001', 'Battery box', 'installed', '29.09', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEM0137', 'RXLO3PC8EG8307071-001', 'Door contact', 'installed', '35.68', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAES0121', 'RXLO3PC8EG8307071-001', 'Ignition Switch', 'installed', '18.58', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAECS0048', 'SL5LRZAJFUI810871-001', 'Alternator', 'installed', '15.98', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAECS0052', 'SL5LRZAJFUI810871-001', 'Other alternator parts', 'ordered', '10.19', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEGAM0067', 'SL5LRZAJFUI810871-001', 'Odometer', 'installed', '24.08', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-PACBS0187', 'SL5LRZAJFUI810871-001', 'Combination valve', 'received', '3.07', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAELASS0092', 'SLY1Q4WQXLP675951-004', 'Tail light cover', 'installed', '38.26', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEAD0043', 'U3SEY7BL74U428566-003', 'Radio and media player', 'installed', '61.37', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEESS0054', 'U3SEY7BL74U428566-003', 'Performance battery', 'installed', '51.69', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-BAE0017', 'U8CPVV20LCB872591-002', 'Front spoiler', 'installed', '27.34', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAES0101', 'U8CPVV20LCB872591-002', 'Manifold absolute pressure sensor', 'received', '25.74', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-BAED0028', 'V08JG7APNII434369-001', 'Door watershield', 'installed', '18.98', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEAD0043', 'V08JG7APNII434369-001', 'Radio and media player', 'installed', '25.00', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEM0134', 'V08JG7APNII434369-001', 'Central locking system', 'installed', '8.21', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-PACBS0166', 'V08JG7APNII434369-001', 'Anchor', 'installed', '2.27', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-10141', 'V73RJYYHEIT850422-002', 'Fuse Box: The Alternative Tribute', 'ordered', '40.05', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-BAEW0039', 'V73RJYYHEIT850422-002', 'Windshield washer motor', 'installed', '2.69', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAECS0052', 'V73RJYYHEIT850422-002', 'Other alternator parts', 'ordered', '128.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAES0097', 'V73RJYYHEIT850422-002', 'Engine sensor', 'installed', '79.60', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEESS0059', 'WKNIUEPLNDU378894-002', 'Battery plate', 'installed', '138.45', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEWH0129', 'WKNIUEPLNDU378894-002', 'Engine compartment harness', 'installed', '7.17', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEESS0060', 'WWMN8RWHPDM674733-001', 'Battery tray', 'installed', '72.72', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAECS0050', 'YFV4PPW4SW8405660-001', 'Alternator bracket', 'installed', '161.92', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAED0025', '1A8CMLRTUGR146952-002', 'Inner door handle', 'ordered', '72.78', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAED0031', '1A8CMLRTUGR146952-002', 'Lock', 'received', '98.47', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEAD0043', '1A8CMLRTUGR146952-002', 'Radio and media player', 'received', '44.19', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAE0013', '2JUBCDLLXSB731848-002', 'Radiator core support', 'installed', '10.50', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAEW0037', '2JUBCDLLXSB731848-002', 'Window regulator', 'installed', '47.85', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEGAM0074', '2JUBCDLLXSB731848-002', 'Water temperature meter', 'installed', '59.98', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEM0149', '2JUBCDLLXSB731848-002', 'Transmission computer', 'installed', '70.48', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAEW0037', '4RJT1NOLXUG037441-002', 'Window regulator', 'installed', '33.21', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAES0101', '4RJT1NOLXUG037441-002', 'Manifold absolute pressure sensor', 'installed', '10.10', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-PACBS0170', '4RJT1NOLXUG037441-002', 'Brake cooling duct', 'installed', '29.57', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAEW0035', '4RJT1NOLXUG037441-003', 'Sunroof motor', 'installed', '25.53', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAECS0048', '4RJT1NOLXUG037441-003', 'Alternator', 'installed', '10.43', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAES0094', '4RJT1NOLXUG037441-003', 'Anti-pinch sensor', 'installed', '31.09', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-PACBS0179', '4RJT1NOLXUG037441-003', 'Brake rotor', 'installed', '29.98', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAE0012', '5WKWALJ4EQU001163-001', 'Quarter panel', 'installed', '18.70', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAES0094', '5WKWALJ4EQU001163-001', 'Anti-pinch sensor', 'installed', '7.87', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-PACBS0196', '5WKWALJ4EQU001163-001', 'Master Cylinder', 'installed', '26.54', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAES0110', '5WKWALJ4EQU001163-002', 'TDC sensor', 'installed', '15.97', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAE0021', '6AZQDNCM3G6215989-004', 'Valance', 'received', '45.86', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEGAM0064', '6AZQDNCM3G6215989-004', 'Dynamometer', 'ordered', '30.62', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAE0002', 'A1GTY6T551Q455502-004', 'Unexposed bumper', 'installed', '50.72', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAEW0035', 'A1GTY6T551Q455502-004', 'Sunroof motor', 'installed', '5.28', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEIS0082', 'A1GTY6T551Q455502-004', 'Magneto', 'installed', '55.42', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-PACBS0190', 'AOIDQU2ROYY946376-001', 'Hose', 'installed', '173.14', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAE0005', 'BQ1P8TA2OBE090669-001', 'Decklid', 'installed', '20.18', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAED0029', 'BQ1P8TA2OBE090669-001', 'Hinge', 'ordered', '2.12', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEWH0130', 'BQ1P8TA2OBE090669-001', 'Interior harness', 'ordered', '13.87', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAED0027', 'EWUO21O8D0P959813-005', 'Door seal', 'ordered', '45.22', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEAD0044', 'EWUO21O8D0P959813-005', 'Other devices', 'received', '27.76', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEIS0080', 'EWUO21O8D0P959813-005', 'Ignition coil parts', 'installed', '10.87', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAES0120', 'EWUO21O8D0P959813-005', 'Door switch', 'installed', '32.19', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEM0146', 'EYTJ0RTAAHK130156-001', 'Shift improver', 'received', '114.86', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEESS0058', 'FPJBMT3OOG8061158-001', 'Battery control system', 'installed', '49.51', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEGAM0074', 'FPJBMT3OOG8061158-001', 'Water temperature meter', 'installed', '21.45', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAES0114', 'FPJBMT3OOG8061158-001', 'ABS sensor', 'installed', '13.33', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEM0134', 'FXCJT6N4BUT928292-001', 'Central locking system', 'installed', '43.86', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEM0137', 'FXCJT6N4BUT928292-001', 'Door contact', 'installed', '38.10', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAED0025', 'GHEDZEHRLGJ237205-003', 'Inner door handle', 'installed', '39.06', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEGAM0069', 'GHEDZEHRLGJ237205-003', 'Tachometer', 'installed', '77.59', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEIS0082', 'GHEDZEHRLGJ237205-003', 'Magneto', 'installed', '87.41', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEWH0128', 'GHEDZEHRLGJ237205-003', 'Air conditioning harness', 'installed', '4.24', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAEW0035', 'GNJQGN3RWIT431179-001', 'Sunroof motor', 'received', '60.67', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEAD0042', 'GNJQGN3RWIT431179-001', 'Antenna cable', 'installed', '21.01', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEGAM0064', 'GNJQGN3RWIT431179-001', 'Dynamometer', 'installed', '24.95', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-PACBS0164', 'GNJQGN3RWIT431179-001', 'ABS steel pin', 'received', '51.75', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAELASS0084', 'I2Y84J2JYUI249817-001', 'Fog Light', 'installed', '11.45', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-PACBS0191', 'JL4O86VLF1F081674-001', 'Brake booster hose', 'installed', '56.00', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-10141', 'JL4O86VLF1F081674-002', 'Fuse Box: The Alternative Tribute', 'installed', '68.20', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-ICS0159', 'JL4O86VLF1F081674-002', 'Seat Belt', 'installed', '170.06', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-10141', 'L712UQJXM4L524142-005', 'Fuse Box: The Alternative Tribute', 'installed', '29.52', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAECS0048', 'ME064DUO8S0025936-004', 'Alternator', 'ordered', '31.32', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAELASS0090', 'ME064DUO8S0025936-004', 'Side lighting', 'received', '36.22', '1');
